"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000154045.1_ASM15404v1","GCF_000182385.1_ASM18238v1"
"sufS","","Cysteine desulfurase SufS","1","1","1","519","10","","","","1235","1235","1235","","GCF_000182385.1_ASM18238v1_04110"
"group_2086","","hypothetical protein","1","1","1","522","326","2","1","","242","242","242","","GCF_000182385.1_ASM18238v1_04153"
"tsx","","Nucleoside-specific channel-forming protein Tsx","1","1","1","522","350","860","1","","800","800","800","","GCF_000182385.1_ASM18238v1_04174"
"group_2088","","hypothetical protein","1","1","1","522","349","860","2","","596","596","596","","GCF_000182385.1_ASM18238v1_04175"
"group_2089","","hypothetical protein","1","1","1","522","348","860","4","","278","278","278","","GCF_000182385.1_ASM18238v1_04176"
"cadB_1","","putative cadaverine/lysine antiporter","1","1","1","64","1","786","1","Investigate","317","317","317","GCF_000154045.1_ASM15404v1_00615",""
"group_2090","","hypothetical protein","1","1","1","522","347","860","3","","422","422","422","","GCF_000182385.1_ASM18238v1_04177"
"glnD","","Bifunctional uridylyltransferase/uridylyl-removing enzyme","1","1","1","522","393","133","1","","2624","2624","2624","","GCF_000182385.1_ASM18238v1_04216"
"group_2092","","hypothetical protein","1","1","1","522","420","592","2","","755","755","755","","GCF_000182385.1_ASM18238v1_04242"
"rnhA_2","","Ribonuclease HI","1","1","1","522","421","592","1","","512","512","512","","GCF_000182385.1_ASM18238v1_04243"
"groS_2","","10 kDa chaperonin","1","1","1","517","104","160","1","","290","290","290","","GCF_000182385.1_ASM18238v1_04280"
"miaA","","tRNA dimethylallyltransferase","1","1","1","517","134","465","2","","932","932","932","","GCF_000182385.1_ASM18238v1_04325"
"hfq","","RNA-binding protein Hfq","1","1","1","517","135","465","1","","263","263","263","","GCF_000182385.1_ASM18238v1_04326"
"tusB","","Protein TusB","1","1","1","517","59","518","1","","275","275","275","","GCF_000182385.1_ASM18238v1_04364"
"rpsL","","30S ribosomal protein S12","1","1","1","517","58","518","2","","374","374","374","","GCF_000182385.1_ASM18238v1_04365"
"metJ","","Met repressor","1","1","1","517","2","140","1","","320","320","320","","GCF_000182385.1_ASM18238v1_04372"
"dsbD_1","","Thiol:disulfide interchange protein DsbD","1","1","1","423","1","731","1","Investigate","1145","1145","1145","GCF_000154045.1_ASM15404v1_00217",""
"group_2100","","Putative multidrug export ATP-binding/permease protein","1","1","1","506","13","679","1","","1796","1796","1796","","GCF_000182385.1_ASM18238v1_04376"
"group_2101","","hypothetical protein","1","1","1","520","82","107","1","","9710","9710","9710","","GCF_000182385.1_ASM18238v1_04391"
"group_2102","","hypothetical protein","1","1","1","520","85","201","1","","353","353","353","","GCF_000182385.1_ASM18238v1_04394"
"group_2103","","hypothetical protein","1","1","1","520","92","67","1","","332","332","332","","GCF_000182385.1_ASM18238v1_04401"
"yxeM","","putative amino-acid-binding protein YxeM","1","1","1","522","125","686","2","","746","746","746","","GCF_000182385.1_ASM18238v1_04492"
"dnaA","","Chromosomal replication initiator protein DnaA","1","1","1","522","124","686","1","","1406","1406","1406","","GCF_000182385.1_ASM18238v1_04493"
"group_2106","","hypothetical protein","1","1","1","512","4","","","","251","251","251","","GCF_000182385.1_ASM18238v1_04546"
"rlpA","","Endolytic peptidoglycan transglycosylase RlpA","1","1","1","509","1","865","3","","602","602","602","","GCF_000182385.1_ASM18238v1_04547"
"dacA_3","","D-alanyl-D-alanine carboxypeptidase DacA","1","1","1","509","2","865","4","","1178","1178","1178","","GCF_000182385.1_ASM18238v1_04548"
"group_2109","","hypothetical protein","1","1","1","509","3","865","2","","278","278","278","","GCF_000182385.1_ASM18238v1_04549"
"group_211","","hypothetical protein","1","1","1","223","1","558","1","Investigate","254","254","254","GCF_000154045.1_ASM15404v1_00617",""
"lipB","","Octanoyltransferase","1","1","1","509","4","865","1","","662","662","662","","GCF_000182385.1_ASM18238v1_04550"
"group_2111","","hypothetical protein","1","1","1","509","7","33","1","","617","617","617","","GCF_000182385.1_ASM18238v1_04553"
"group_2112","","hypothetical protein","1","1","1","518","129","832","3","","464","464","464","","GCF_000182385.1_ASM18238v1_04592"
"arcA_2","","Aerobic respiration control protein ArcA","1","1","1","518","130","832","2","","716","716","716","","GCF_000182385.1_ASM18238v1_04593"
"group_2114","","hypothetical protein","1","1","1","518","131","832","1","","407","407","407","","GCF_000182385.1_ASM18238v1_04594"
"thrA","","Bifunctional aspartokinase/homoserine dehydrogenase 1","1","1","1","518","134","191","1","","2459","2459","2459","","GCF_000182385.1_ASM18238v1_04597"
"group_2116","","hypothetical protein","1","1","1","518","184","106","1","","311","311","311","","GCF_000182385.1_ASM18238v1_04620"
"lgt","","Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase","1","1","1","518","189","236","1","","821","821","821","","GCF_000182385.1_ASM18238v1_04625"
"rpsT","","30S ribosomal protein S20","1","1","1","518","196","86","1","","260","260","260","","GCF_000182385.1_ASM18238v1_04631"
"trpR","","Trp operon repressor","1","1","1","518","216","120","1","","311","311","311","","GCF_000182385.1_ASM18238v1_04652"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU","1","1","1","518","127","763","2","","383","383","383","","GCF_000182385.1_ASM18238v1_04700"
"iscA","","Iron-binding protein IscA","1","1","1","518","126","763","1","","323","323","323","","GCF_000182385.1_ASM18238v1_04701"
"group_2122","","hypothetical protein","1","1","1","518","125","268","1","","1724","1724","1724","","GCF_000182385.1_ASM18238v1_04721"
"group_2123","","hypothetical protein","1","1","1","518","111","534","1","","518","518","518","","GCF_000182385.1_ASM18238v1_04727"
"group_2124","","hypothetical protein","1","1","1","518","110","534","2","","1136","1136","1136","","GCF_000182385.1_ASM18238v1_04728"
"gcvA_6","","Glycine cleavage system transcriptional activator","1","1","1","518","95","94","1","","890","890","890","","GCF_000182385.1_ASM18238v1_04736"
"group_2126","","hypothetical protein","1","1","1","518","7","891","2","","728","728","728","","GCF_000182385.1_ASM18238v1_04738"
"group_2127","","hypothetical protein","1","1","1","518","2","891","1","","1799","1799","1799","","GCF_000182385.1_ASM18238v1_04743"
"group_2128","","hypothetical protein","1","1","1","518","20","61","1","","614","614","614","","GCF_000182385.1_ASM18238v1_04747"
"proB","","Glutamate 5-kinase","1","1","1","518","54","856","2","","1139","1139","1139","","GCF_000182385.1_ASM18238v1_04782"
"rarA_1","","Replication-associated recombination protein A","1","1","1","220","1","441","1","Investigate","761","761","761","GCF_000154045.1_ASM15404v1_00623",""
"proA","","Gamma-glutamyl phosphate reductase","1","1","1","518","53","856","3","","1235","1235","1235","","GCF_000182385.1_ASM18238v1_04783"
"nrdR","","Transcriptional repressor NrdR","1","1","1","518","52","856","4","","449","449","449","","GCF_000182385.1_ASM18238v1_04784"
"group_2132","ribD_2","Riboflavin biosynthesis protein RibD","1","1","1","518","51","856","1","","1124","1124","1124","","GCF_000182385.1_ASM18238v1_04785"
"ribBA","","Riboflavin biosynthesis protein RibBA","1","1","1","518","49","751","1","","1109","1109","1109","","GCF_000182385.1_ASM18238v1_04787"
"ribH","","6,7-dimethyl-8-ribityllumazine synthase","1","1","1","518","48","751","2","","470","470","470","","GCF_000182385.1_ASM18238v1_04788"
"pgpA","","Phosphatidylglycerophosphatase A","1","1","1","518","45","62","1","","506","506","506","","GCF_000182385.1_ASM18238v1_04791"
"pomA","","Chemotaxis protein PomA","1","1","1","518","40","167","1","","761","761","761","","GCF_000182385.1_ASM18238v1_04795"
"group_2137","gcvA_7","Glycine cleavage system transcriptional activator","1","1","1","518","36","","","","707","707","707","","GCF_000182385.1_ASM18238v1_04798"
"group_215","","hypothetical protein","1","1","1","12","1","469","1","Investigate","575","575","575","GCF_000154045.1_ASM15404v1_00637",""
"ispA_1","","Farnesyl diphosphate synthase","1","1","1","301","1","477","1","Investigate","464","464","464","GCF_000154045.1_ASM15404v1_00678",""
"dsbD_6","","Thiol:disulfide interchange protein DsbD","1","1","1","69","2","516","2","Investigate","623","623","623","GCF_000154045.1_ASM15404v1_04385",""
"metF_2","","5,10-methylenetetrahydrofolate reductase","1","1","1","516","3","820","2","","200","200","200","GCF_000154045.1_ASM15404v1_03472",""
"priA_1","","Primosomal protein N'","1","1","1","213","1","553","1","Investigate","1076","1076","1076","GCF_000154045.1_ASM15404v1_00717",""
"group_2231","kdgK_1","2-dehydro-3-deoxygluconokinase","1","1","1","524","603","868","5","","929","929","929","GCF_000154045.1_ASM15404v1_00499",""
"kdgK_5","","2-dehydro-3-deoxygluconokinase","1","1","1","524","74","895","7","","929","929","929","GCF_000154045.1_ASM15404v1_02668",""
"mrcB_2","","Penicillin-binding protein 1B","1","1","1","409","1","595","1","Investigate","1010","1010","1010","GCF_000154045.1_ASM15404v1_03366",""
"group_225","kdgK_2","2-dehydro-3-deoxygluconokinase","1","1","1","524","67","872","5","","572","572","572","GCF_000154045.1_ASM15404v1_00763",""
"kefG_1","","Glutathione-regulated potassium-efflux system ancillary protein KefG","1","1","1","517","1","","","","200","200","200","GCF_000154045.1_ASM15404v1_00863",""
"dsbD_4","","Thiol:disulfide interchange protein DsbD","1","1","1","440","1","336","1","Investigate","608","608","608","GCF_000154045.1_ASM15404v1_03097",""
"group_230","","2-methyl-aconitate isomerase","1","1","1","520","96","142","1","","470","470","470","","GCF_000182385.1_ASM18238v1_04404"
"group_232","","hypothetical protein","1","1","1","518","285","896","1","","506","506","506","GCF_000154045.1_ASM15404v1_01089",""
"group_234","","hypothetical protein","1","1","1","518","293","566","1","","734","734","734","GCF_000154045.1_ASM15404v1_01097",""
"hit_1","","Protein hit","1","1","1","520","56","348","2","","401","401","401","","GCF_000182385.1_ASM18238v1_01287"
"hit_2","","Protein hit","1","1","1","520","323","927","13","","401","401","401","","GCF_000182385.1_ASM18238v1_01320"
"group_236","","hypothetical protein","1","1","1","518","12","876","1","","374","374","374","GCF_000154045.1_ASM15404v1_01109",""
"ycjG_2","","L-Ala-D/L-Glu epimerase","1","1","1","201","1","525","1","Investigate","752","752","752","GCF_000154045.1_ASM15404v1_03893",""
"group_2381","","hypothetical protein","1","1","1","228","1","706","1","Investigate","656","656","656","GCF_000154045.1_ASM15404v1_00671",""
"group_2382","","hypothetical protein","1","1","1","524","425","219","1","","656","656","656","GCF_000154045.1_ASM15404v1_01153",""
"dsbD_3","","Thiol:disulfide interchange protein DsbD","1","1","1","206","1","279","1","Investigate","332","332","332","GCF_000154045.1_ASM15404v1_00612",""
"group_240","","hypothetical protein","1","1","1","524","292","23","1","","335","335","335","","GCF_000182385.1_ASM18238v1_01153"
"group_242","","hypothetical protein","1","1","1","524","30","123","1","","2495","2495","2495","","GCF_000182385.1_ASM18238v1_00474"
"group_244","","IS4 family transposase ISVsa5","1","1","1","524","22","163","1","","314","314","314","GCF_000154045.1_ASM15404v1_01558",""
"group_246","","hypothetical protein","1","1","1","524","1164","64","1","","302","302","302","","GCF_000182385.1_ASM18238v1_00323"
"group_248","","hypothetical protein","1","1","1","524","1173","59","1","","335","335","335","GCF_000154045.1_ASM15404v1_01627",""
"codB_2","","Cytosine permease","1","1","1","524","2","39","1","","329","329","329","","GCF_000182385.1_ASM18238v1_00276"
"group_252","pepT_1","Peptidase T","1","1","1","524","1244","269","1","","266","266","266","","GCF_000182385.1_ASM18238v1_00225"
"group_254","thlA_2","Acetyl-CoA acetyltransferase","1","1","1","101","1","331","2","Investigate","569","569","569","GCF_000154045.1_ASM15404v1_04118",""
"group_256","","hypothetical protein","1","1","1","302","1","338","1","Investigate","266","266","266","GCF_000154045.1_ASM15404v1_03098",""
"pheT_2","","Phenylalanine--tRNA ligase beta subunit","1","1","1","523","1","172","1","","1862","1862","1862","GCF_000154045.1_ASM15404v1_01881",""
"grcA_1","","Autonomous glycyl radical cofactor","1","1","1","478","2","822","1","","161","161","161","GCF_000154045.1_ASM15404v1_02299",""
"grcA_3","","Autonomous glycyl radical cofactor","1","1","1","518","161","431","2","","161","161","161","GCF_000154045.1_ASM15404v1_03764",""
"group_26","","Tn3 family transposase TnXax1","1","1","1","151","1","681","1","Investigate","527","527","527","GCF_000154045.1_ASM15404v1_00577",""
"thrS_2","","Threonine--tRNA ligase","1","1","1","523","2","230","1","","1037","1037","1037","GCF_000154045.1_ASM15404v1_01893",""
"norM_1","","Multidrug resistance protein NorM","1","1","1","376","1","285","1","Investigate","518","518","518","GCF_000154045.1_ASM15404v1_01986",""
"radD_1","","Putative DNA repair helicase RadD","1","1","1","519","41","113","1","","317","317","317","GCF_000154045.1_ASM15404v1_02055",""
"comM_1","","Competence protein ComM","1","1","1","522","598","881","1","","947","947","947","GCF_000154045.1_ASM15404v1_02375",""
"group_2667","","hypothetical protein","1","1","1","518","107","890","1","","980","980","980","GCF_000154045.1_ASM15404v1_00329",""
"group_2668","","hypothetical protein","1","1","1","518","124","880","1","","980","980","980","GCF_000154045.1_ASM15404v1_02844",""
"fusA_2","","Elongation factor G","1","1","1","100","1","411","1","Investigate","1688","1688","1688","GCF_000154045.1_ASM15404v1_02466",""
"group_2675","","hypothetical protein","1","1","1","524","601","868","3","","1739","1739","1739","GCF_000154045.1_ASM15404v1_00501",""
"group_2676","","hypothetical protein","1","1","1","524","65","872","3","","1739","1739","1739","GCF_000154045.1_ASM15404v1_00761",""
"fusA_3","","Elongation factor G","1","1","1","155","1","806","1","Investigate","497","497","497","GCF_000154045.1_ASM15404v1_03671",""
"group_269","fusA_3","Elongation factor G","1","1","1","517","56","82","1","","2099","2099","2099","","GCF_000182385.1_ASM18238v1_04367"
"group_2690","","hypothetical protein","1","1","1","520","341","912","4","","509","509","509","","GCF_000182385.1_ASM18238v1_01305"
"group_2691","","hypothetical protein","1","1","1","520","319","927","17","","509","509","509","","GCF_000182385.1_ASM18238v1_01324"
"group_27","","hypothetical protein","1","1","1","16","2","687","1","Investigate","770","770","770","GCF_000154045.1_ASM15404v1_04736",""
"rsxC_1","","Ion-translocating oxidoreductase complex subunit C","1","1","1","42","2","577","2","Investigate","1355","1355","1355","GCF_000154045.1_ASM15404v1_02531",""
"rsxC_2","","Ion-translocating oxidoreductase complex subunit C","1","1","1","42","1","577","1","Investigate","839","839","839","GCF_000154045.1_ASM15404v1_02532",""
"group_272","rsxC_1","Ion-translocating oxidoreductase complex subunit C","1","1","1","513","24","909","6","","2318","2318","2318","","GCF_000182385.1_ASM18238v1_01417"
"ribD_1","","Riboflavin biosynthesis protein RibD","1","1","1","159","1","692","2","Investigate","425","425","425","GCF_000154045.1_ASM15404v1_00520",""
